SurveyCaseid,date,weight,polltype,A003_rating,A003_ratinggp,v1,v3,WillVote,WillVotegp,OwnDistrictAny,KnowDistrict10,District10,District10gp,RealKnowDistrict10,District18,WongTaiSin,ShaTin,YuenLong,District10_2,sex,pob1,pob2,pob2_v2,pobgp,agegp_TP_7,agegp_TP_6,agegp_TP_5,agegp_TP,agegp2,agegp_2015,eduv2,edugp_TP,occv2,occgp,occv2_8881_others,v4_2019,inclin,v4_2019_8881_others,type,housingv2,housinggpv3,districtgp,marital,mid,midgp,civicactive
LC2016R1_000788,20211118,1.1310532,2,50,3,1,1,4,3,2,2,,,3,14,,,,9,2,2,35,3,2,3,2,2,3,2,2,5,3,1,1,,2,2,,1,3,3,5,3,5,3,2
LC2016R1_000789,20211118,1.1198229,1,0,1,1,1,3,3,2,2,,,2,13,,2,,10,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,8888,8888,,1,3,3,4,3,5,3,2
LC2016R1_000790,20211118,0.4000000,1,50,3,1,1,2,1,2,1,8885,2,2,6,,,,3,2,2,30,3,2,7,6,5,6,3,3,1,1,6,6,,4,3,,2,1,1,2,2,5,3,-99
LC2016R1_000791,20211118,0.8588133,1,75,4,1,1,1,1,2,2,,,3,13,,1,,6,1,2,40,4,2,6,5,5,6,3,3,2,2,3,3,,4,3,,2,1,1,4,2,3,1,2
LC2016R1_000792,20211118,0.6371471,2,0,1,1,1,4,3,2,1,3,1,1,,,,,3,2,2,43,4,2,4,3,3,4,2,2,5,3,2,2,,1,1,,1,3,3,4,1,5,3,2
LC2016R1_000793,20211118,1.0936097,1,0,1,1,1,4,3,1,1,8885,2,2,-99,,,,-99,1,1,,,1,5,4,4,5,3,2,4,3,1,1,,1,1,,2,3,3,1,2,3,1,2
LC2016R1_000794,20211118,0.7517346,2,90,4,1,2,3,3,1,1,8885,2,2,5,1,,,3,2,1,,,1,2,1,1,2,1,1,2,2,2,2,,2,2,,2,1,1,2,1,3,1,1
LC2016R1_000795,20211118,1.0943439,2,50,3,1,1,4,3,1,2,,,3,12,,,,6,2,1,,,1,4,3,3,4,2,2,5,3,1,1,,3,1,,2,3,3,4,2,5,3,2
LC2016R1_000796,20211118,0.7285267,1,0,1,1,1,4,3,1,2,,,3,7,,,,4,2,2,30,3,2,6,5,5,6,3,3,2,2,5,5,,8886,8886,,1,3,3,3,2,5,3,2
LC2016R1_000797,20211118,0.9338533,1,0,1,1,1,4,3,1,1,8885,2,2,-99,,,,-99,1,1,,,1,6,5,5,6,3,3,2,2,2,2,,8886,8886,,1,3,3,5,2,4,2,2
LC2016R1_000798,20211118,1.2753567,2,0,1,1,1,4,3,2,2,,,3,13,,2,,10,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,3,1,,2,3,3,4,2,4,2,1
LC2016R1_000799,20211118,1.1321082,1,0,1,1,1,4,3,1,2,,,3,1,,,,2,2,1,,,1,5,4,4,5,3,2,3,2,1,1,,1,1,,1,3,3,1,2,3,1,2
LC2016R1_000800,20211118,1.3152088,2,70,4,1,2,4,3,2,1,8885,2,2,16,,,2,7,2,2,25,3,2,3,2,2,3,2,2,5,3,2,2,,8886,8886,,2,1,1,5,1,3,1,2
LC2016R1_000801,20211118,1.4004715,2,0,1,1,1,4,3,2,2,,,3,15,,,,8,2,1,,,1,2,1,1,2,1,1,5,3,1,1,,1,1,,2,3,3,5,1,5,3,1
LC2016R1_000802,20211118,1.6692744,2,50,3,1,1,2,1,2,1,8885,2,2,9,,,,5,2,1,,,1,3,2,2,3,2,2,3,2,5,5,,4,3,,2,4,3,3,1,4,2,2
LC2016R1_000803,20211118,1.2057757,2,50,3,1,1,2,1,2,1,7,1,1,,,,,7,2,1,,,1,5,4,4,5,3,2,3,2,2,2,,8886,8886,,1,2,2,4,1,5,3,2
LC2016R1_000804,20211118,1.3792831,2,75,4,1,1,1,1,1,2,,,3,11,,,,10,2,1,,,1,5,4,4,5,3,2,5,3,6,6,,4,3,,1,3,3,4,3,3,1,2
LC2016R1_000805,20211118,1.0369429,1,50,3,1,1,1,1,2,2,,,3,17,,,,9,2,2,23,3,2,5,4,4,5,3,2,2,2,5,5,,4,3,,2,1,1,5,2,5,3,2
LC2016R1_000806,20211118,1.4874367,2,0,1,1,1,2,1,1,1,8885,2,2,4,,,,2,1,1,,,1,2,1,1,2,1,1,4,3,4,4,,3,1,,2,1,1,1,1,5,3,2
LC2016R1_000807,20211118,0.9974588,1,100,5,1,1,1,1,2,1,8885,2,2,3,,,,1,1,1,,,1,7,6,5,6,3,3,3,2,6,6,,2,2,,1,3,3,1,2,5,3,2
LC2016R1_000808,20211118,0.7791298,1,0,1,1,1,4,3,1,2,,,3,5,1,,,3,1,1,,,1,2,1,1,2,1,1,5,3,2,2,,3,1,,2,1,1,2,1,5,3,1
LC2016R1_000809,20211118,0.5483243,2,50,3,1,1,8886,8886,2,2,,,3,5,1,,,3,1,1,,,1,3,2,2,3,2,2,5,3,3,3,,8886,8886,,2,3,3,2,1,4,2,2
LC2016R1_000810,20211118,1.0908827,2,50,3,1,2,3,3,2,1,8885,2,2,15,,,,8,1,1,,,1,5,4,4,5,3,2,3,2,3,3,,4,3,,1,3,3,5,2,4,2,2
LC2016R1_000811,20211118,0.6172475,2,50,3,1,1,2,1,1,1,2,1,1,,,,,2,2,2,30,3,2,7,6,5,6,3,3,4,3,5,5,,8886,8886,,2,1,1,1,3,4,2,1
LC2016R1_000812,20211118,0.7791298,2,0,1,1,1,4,3,1,1,3,1,1,,,,,3,1,1,,,1,2,1,1,2,1,1,5,3,1,1,,3,1,,2,1,1,2,1,5,3,1
LC2016R1_000813,20211118,0.8973245,1,10,2,1,1,1,1,2,1,8885,2,2,8,,,,4,2,1,,,1,5,4,4,5,3,2,4,3,1,1,,2,2,,1,3,3,3,2,3,1,2
LC2016R1_000814,20211118,1.1452993,1,50,3,1,1,8886,8886,2,1,8885,2,2,9,,,,5,1,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,3,1,5,3,-99
LC2016R1_000815,20211118,0.8894930,2,30,2,1,1,8886,8886,2,1,8885,2,2,6,,,,3,1,1,,,1,4,3,3,4,2,2,5,3,1,1,,8886,8886,,2,1,1,2,2,3,1,2
LC2016R1_000816,20211118,0.9789543,1,0,1,1,1,4,3,2,2,,,3,16,,,2,7,2,2,55,4,2,6,5,5,6,3,3,2,2,5,5,,1,1,,2,1,1,5,2,5,3,2
LC2016R1_000817,20211118,1.1906267,1,40,2,1,1,1,1,2,1,8885,2,2,10,,,,7,1,1,,,1,5,4,4,5,3,2,2,2,3,3,,2,2,,2,1,1,4,2,5,3,1
LC2016R1_000818,20211118,1.0936097,2,0,1,1,1,3,3,1,1,-99,-99,-99,-99,,,,-99,1,2,20,3,2,5,4,4,5,3,2,5,3,3,3,,8888,8888,,2,2,2,4,2,4,2,2
LC2016R1_000819,20211118,0.6371471,1,50,3,1,1,1,1,1,2,,,3,5,1,,,3,2,2,21,3,2,4,3,3,4,2,2,3,2,2,2,,1,1,,2,1,1,2,2,4,2,2
LC2016R1_000820,20211118,1.3459621,2,100,5,1,2,1,1,2,2,,,3,8,,,,4,1,2,10,2,2,4,3,3,4,2,2,2,2,7,6,,8886,8886,,2,1,1,3,2,4,2,1
LC2016R1_000821,20211118,0.4437912,1,50,3,1,1,1,1,1,1,8885,2,2,6,,,,3,1,2,71,5,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,2,1,5,3,2
LC2016R1_000822,20211118,1.3152088,2,30,2,1,1,2,1,2,1,8885,2,2,16,,,2,7,2,2,19,2,2,3,2,2,3,2,2,5,3,2,2,,4,3,,1,3,3,5,1,3,1,2
LC2016R1_000823,20211118,0.8860508,2,80,4,1,2,2,1,2,2,,,3,8,,,,4,1,2,36,3,2,5,4,4,5,3,2,3,2,1,1,,4,3,,2,1,1,3,2,4,2,2
LC2016R1_000824,20211118,0.9417847,2,0,1,1,1,1,1,2,1,8885,2,2,13,,1,,6,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,4,3,,1,3,3,4,1,3,1,1
LC2016R1_000825,20211118,1.2050280,2,70,4,1,1,8886,8886,2,1,8885,2,2,16,,,1,8,2,2,15,2,2,3,2,2,3,2,2,3,2,5,5,,8886,8886,,1,3,3,5,2,3,1,2
LC2016R1_000826,20211118,0.5930062,2,70,4,1,2,1,1,1,1,3,1,1,,,,,3,2,2,30,3,2,5,4,4,5,3,2,3,2,2,2,,2,2,,2,4,3,2,2,5,3,2
LC2016R1_000827,20211118,1.4515082,2,0,1,1,1,8886,8886,1,1,8886,2,2,15,,,,8,1,1,,,1,2,1,1,2,1,1,5,3,4,4,,1,1,,1,2,2,5,1,4,2,2
LC2016R1_000828,20211118,1.0185289,2,50,3,1,1,2,1,1,2,,,3,13,,1,,6,2,2,45,4,2,5,4,4,5,3,2,-99,-99,6,6,,4,3,,1,3,3,4,2,3,1,1
LC2016R1_000829,20211118,1.0185289,2,50,3,1,1,1,1,1,2,,,3,12,,,,6,2,2,28,3,2,5,4,4,5,3,2,3,2,1,1,,2,2,,1,3,3,4,2,3,1,2
LC2016R1_000830,20211118,0.7622419,2,60,4,1,1,3,3,2,1,8885,2,2,12,,,,6,1,2,50,4,2,7,6,5,6,3,3,3,2,6,6,,4,3,,2,1,1,4,2,4,2,2
LC2016R1_000831,20211118,0.8288438,2,70,4,1,1,2,1,2,1,8886,2,2,13,,8888,,-99,1,2,60,5,2,7,6,5,6,3,3,1,1,6,6,,8886,8886,,2,1,1,4,2,5,3,2
LC2016R1_000832,20211118,1.0468060,2,0,1,1,1,4,3,1,1,2,1,1,,,,,2,1,1,,,1,3,2,2,3,2,2,5,3,1,1,,1,1,,2,3,3,1,2,5,3,2
LC2016R1_000833,20211118,1.4004715,2,0,1,1,1,4,3,1,1,8885,2,2,15,,,,8,2,1,,,1,2,1,1,2,1,1,5,3,2,2,,4,3,,1,3,3,5,1,5,3,2
LC2016R1_000834,20211118,0.8418811,2,0,1,1,1,4,3,1,2,,,3,17,,,,9,2,1,,,1,6,5,5,6,3,3,3,2,6,6,,1,1,,1,3,3,5,2,3,1,2
LC2016R1_000835,20211118,0.8297128,2,10,2,1,1,4,3,2,1,4,1,1,,,,,4,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,1,1,,1,3,3,3,2,3,1,2
LC2016R1_000836,20211118,1.8086303,2,50,3,1,1,4,3,2,1,7,1,1,,,,,7,1,1,,,1,4,3,3,4,2,2,2,2,3,3,,8886,8886,,1,3,3,4,2,4,2,2
LC2016R1_000837,20211118,1.1310532,2,50,3,1,1,1,1,1,2,,,3,14,,,,9,2,1,,,1,3,2,2,3,2,2,5,3,2,2,,2,2,,2,3,3,5,2,4,2,2
LC2016R1_000838,20211118,1.0215208,2,0,1,1,1,4,3,1,1,8,1,1,,,,,8,1,1,,,1,3,2,2,3,2,2,5,3,2,2,,3,1,,1,3,3,5,2,4,2,1
